1.384605843787052848e+01 1.238511003232651841e+00
1.404107334544617025e+01 1.351102912617438090e+00
1.423608825302181202e+01 1.463694822002224338e+00
1.131086463938719433e+01 -4.503676375391458819e-01
1.150587954696283433e+01 -3.377757281543591894e-01
1.170089445453847432e+01 -2.251838187695733851e-01
1.189590936211411609e+01 -1.125919093847866925e-01
1.209092426968975786e+01 0.000000000000000000e+00
1.228593917726539964e+01 1.125919093847866925e-01
1.248095408484104141e+01 2.251838187695729410e-01
1.267596899241668140e+01 3.377757281543596335e-01
1.287098389999232140e+01 4.503676375391454378e-01
1.306599880756796495e+01 5.629595469239321304e-01
1.326101371514360494e+01 6.755514563087183788e-01
1.345602862271924671e+01 7.881433656935055154e-01
1.365104353029488848e+01 9.007352750782917639e-01
1.384605843787052848e+01 1.013327184463078900e+00
1.404107334544617203e+01 1.125919093847865149e+00
1.423608825302181202e+01 1.238511003232651397e+00
1.443110316059745379e+01 1.351102912617437646e+00
1.131086463938719433e+01 -6.755514563087188229e-01
1.150587954696283433e+01 -5.629595469239325745e-01
1.170089445453847610e+01 -4.503676375391458819e-01
1.189590936211411787e+01 -3.377757281543600776e-01
1.209092426968975786e+01 -2.251838187695733851e-01
1.228593917726539964e+01 -1.125919093847866925e-01
1.248095408484104141e+01 0.000000000000000000e+00
1.267596899241668140e+01 1.125919093847862484e-01
1.287098389999232495e+01 2.251838187695729410e-01
1.306599880756796495e+01 3.377757281543587453e-01
1.326101371514360494e+01 4.503676375391454378e-01
1.345602862271924849e+01 5.629595469239316863e-01
1.365104353029488848e+01 6.755514563087188229e-01
1.384605843787053026e+01 7.881433656935050713e-01
1.404107334544617203e+01 9.007352750782922080e-01
1.423608825302181202e+01 1.013327184463078456e+00
1.443110316059745379e+01 1.125919093847864705e+00
1.462611806817309557e+01 1.238511003232650953e+00
1.150587954696283433e+01 -7.881433656935050713e-01
1.170089445453847610e+01 -6.755514563087188229e-01
1.189590936211411787e+01 -5.629595469239321304e-01
1.209092426968975786e+01 -4.503676375391463260e-01
1.228593917726539786e+01 -3.377757281543596335e-01
1.248095408484104141e+01 -2.251838187695729410e-01
1.267596899241668140e+01 -1.125919093847862484e-01
1.287098389999232317e+01 0.000000000000000000e+00
1.306599880756796495e+01 1.125919093847866925e-01
1.326101371514360494e+01 2.251838187695724969e-01
1.345602862271924671e+01 3.377757281543591894e-01
1.365104353029488848e+01 4.503676375391454378e-01
1.384605843787052848e+01 5.629595469239325745e-01
1.404107334544617203e+01 6.755514563087188229e-01
1.423608825302181202e+01 7.881433656935059595e-01
1.443110316059745379e+01 9.007352750782922080e-01
1.462611806817309557e+01 1.013327184463078456e+00
1.150587954696283433e+01 -1.013327184463078456e+00
1.170089445453847610e+01 -9.007352750782917639e-01
1.189590936211411787e+01 -7.881433656935055154e-01
1.209092426968975786e+01 -6.755514563087188229e-01
1.228593917726539964e+01 -5.629595469239330185e-01
1.248095408484104141e+01 -4.503676375391463260e-01
1.267596899241668140e+01 -3.377757281543596335e-01
1.287098389999232495e+01 -2.251838187695729410e-01
1.306599880756796495e+01 -1.125919093847866925e-01
1.326101371514360672e+01 0.000000000000000000e+00
1.345602862271924671e+01 1.125919093847858043e-01
1.365104353029488848e+01 2.251838187695724969e-01
1.384605843787053026e+01 3.377757281543587453e-01
1.404107334544617203e+01 4.503676375391458819e-01
1.423608825302181202e+01 5.629595469239321304e-01
1.443110316059745379e+01 6.755514563087192670e-01
1.462611806817309557e+01 7.881433656935055154e-01
1.482113297574873556e+01 9.007352750782917639e-01
1.170089445453847432e+01 -1.125919093847864261e+00
1.189590936211411609e+01 -1.013327184463077568e+00
1.209092426968975786e+01 -9.007352750782913198e-01
1.228593917726539786e+01 -7.881433656935046272e-01
1.248095408484103963e+01 -6.755514563087188229e-01
1.267596899241668140e+01 -5.629595469239321304e-01
1.287098389999232140e+01 -4.503676375391454378e-01
1.306599880756796495e+01 -3.377757281543587453e-01
1.326101371514360494e+01 -2.251838187695724969e-01
1.345602862271924671e+01 -1.125919093847858043e-01
1.365104353029488671e+01 0.000000000000000000e+00
1.384605843787052848e+01 1.125919093847866925e-01
1.404107334544617025e+01 2.251838187695729410e-01
1.423608825302181202e+01 3.377757281543600776e-01
1.443110316059745202e+01 4.503676375391463260e-01
1.462611806817309379e+01 5.629595469239334626e-01
1.482113297574873556e+01 6.755514563087197111e-01
1.170089445453847432e+01 -1.351102912617437646e+00
1.189590936211411787e+01 -1.238511003232650953e+00
1.209092426968975786e+01 -1.125919093847864261e+00
1.228593917726539964e+01 -1.013327184463078012e+00
1.248095408484104141e+01 -9.007352750782913198e-01
1.267596899241668140e+01 -7.881433656935055154e-01
1.287098389999232140e+01 -6.755514563087188229e-01
1.306599880756796495e+01 -5.629595469239321304e-01
1.326101371514360494e+01 -4.503676375391454378e-01
1.345602862271924671e+01 -3.377757281543591894e-01
1.365104353029488848e+01 -2.251838187695724969e-01
1.384605843787052848e+01 -1.125919093847866925e-01
1.404107334544617025e+01 0.000000000000000000e+00
1.423608825302181202e+01 1.125919093847862484e-01
1.443110316059745202e+01 2.251838187695733851e-01
1.462611806817309557e+01 3.377757281543596335e-01
1.482113297574873556e+01 4.503676375391467701e-01
1.501614788332437733e+01 5.629595469239330185e-01
1.189590936211411787e+01 -1.463694822002223894e+00
1.209092426968975786e+01 -1.351102912617437202e+00
1.228593917726539964e+01 -1.238511003232650509e+00
1.248095408484104141e+01 -1.125919093847864261e+00
1.267596899241668140e+01 -1.013327184463077568e+00
1.287098389999232317e+01 -9.007352750782917639e-01
1.306599880756796495e+01 -7.881433656935050713e-01
1.326101371514360494e+01 -6.755514563087183788e-01
1.345602862271924849e+01 -5.629595469239316863e-01
1.365104353029488848e+01 -4.503676375391454378e-01
1.384605843787053026e+01 -3.377757281543587453e-01
1.404107334544617025e+01 -2.251838187695729410e-01
1.423608825302181202e+01 -1.125919093847862484e-01
1.443110316059745379e+01 0.000000000000000000e+00
1.462611806817309557e+01 1.125919093847871366e-01
1.482113297574873556e+01 2.251838187695733851e-01
1.501614788332437733e+01 3.377757281543605217e-01
1.209092426968975786e+01 -1.576286731387011031e+00
1.228593917726539964e+01 -1.463694822002224338e+00
1.248095408484104141e+01 -1.351102912617437646e+00
1.267596899241668140e+01 -1.238511003232651397e+00
1.287098389999232317e+01 -1.125919093847864705e+00
1.306599880756796495e+01 -1.013327184463078900e+00
1.326101371514360494e+01 -9.007352750782922080e-01
1.345602862271924671e+01 -7.881433656935055154e-01
1.365104353029488848e+01 -6.755514563087188229e-01
1.384605843787052848e+01 -5.629595469239325745e-01
1.404107334544617203e+01 -4.503676375391458819e-01
1.423608825302181202e+01 -3.377757281543600776e-01
1.443110316059745202e+01 -2.251838187695733851e-01
1.462611806817309557e+01 -1.125919093847871366e-01
1.482113297574873556e+01 0.000000000000000000e+00
1.501614788332437733e+01 1.125919093847862484e-01
1.228593917726539964e+01 -1.688878640771797279e+00
1.248095408484104141e+01 -1.576286731387010587e+00
1.267596899241668140e+01 -1.463694822002223894e+00
1.287098389999232495e+01 -1.351102912617437646e+00
1.306599880756796495e+01 -1.238511003232650953e+00
1.326101371514360494e+01 -1.125919093847865149e+00
1.345602862271924671e+01 -1.013327184463078456e+00
1.365104353029488848e+01 -9.007352750782917639e-01
1.384605843787053026e+01 -7.881433656935050713e-01
1.404107334544617203e+01 -6.755514563087188229e-01
1.423608825302181202e+01 -5.629595469239321304e-01
1.443110316059745202e+01 -4.503676375391463260e-01
1.462611806817309557e+01 -3.377757281543596335e-01
1.482113297574873556e+01 -2.251838187695733851e-01
1.501614788332437733e+01 -1.125919093847862484e-01
1.248095408484104141e+01 -1.801470550156584416e+00
1.267596899241668140e+01 -1.688878640771797723e+00
1.287098389999232317e+01 -1.576286731387011031e+00
1.306599880756796495e+01 -1.463694822002224782e+00
1.326101371514360494e+01 -1.351102912617438090e+00
1.345602862271924671e+01 -1.238511003232652286e+00
1.365104353029488848e+01 -1.125919093847865593e+00
1.384605843787052848e+01 -1.013327184463078900e+00
1.404107334544617203e+01 -9.007352750782922080e-01
1.423608825302181202e+01 -7.881433656935059595e-01
1.443110316059745379e+01 -6.755514563087192670e-01
1.462611806817309379e+01 -5.629595469239334626e-01
1.482113297574873556e+01 -4.503676375391467701e-01
1.501614788332437733e+01 -3.377757281543605217e-01
1.267596899241668140e+01 -1.914062459541370664e+00
1.287098389999232495e+01 -1.801470550156583972e+00
1.306599880756796495e+01 -1.688878640771797279e+00
1.326101371514360672e+01 -1.576286731387011031e+00
1.345602862271924849e+01 -1.463694822002224338e+00
1.365104353029488848e+01 -1.351102912617438534e+00
1.384605843787052848e+01 -1.238511003232651841e+00
1.404107334544617203e+01 -1.125919093847865149e+00
1.423608825302181202e+01 -1.013327184463078456e+00
1.443110316059745379e+01 -9.007352750782922080e-01
1.462611806817309557e+01 -7.881433656935055154e-01
1.482113297574873556e+01 -6.755514563087197111e-01
1.501614788332437733e+01 -5.629595469239330185e-01
1.306599880756796495e+01 -1.914062459541370220e+00
1.326101371514360494e+01 -1.801470550156583528e+00
1.345602862271924849e+01 -1.688878640771797279e+00
1.365104353029488848e+01 -1.576286731387010587e+00
1.384605843787052848e+01 -1.463694822002224782e+00
1.404107334544617025e+01 -1.351102912617438090e+00
1.423608825302181202e+01 -1.238511003232651397e+00
1.443110316059745379e+01 -1.125919093847864705e+00
1.462611806817309557e+01 -1.013327184463078456e+00
1.482113297574873556e+01 -9.007352750782917639e-01
1.345602862271924849e+01 -1.914062459541369776e+00
1.365104353029488848e+01 -1.801470550156583528e+00
1.384605843787053026e+01 -1.688878640771796835e+00
1.404107334544617203e+01 -1.576286731387011031e+00
1.423608825302181202e+01 -1.463694822002224338e+00
1.443110316059745379e+01 -1.351102912617437646e+00
1.462611806817309557e+01 -1.238511003232650953e+00
-1.462611806817309557e+01 1.238511003232650953e+00
-1.443110316059745379e+01 1.351102912617437646e+00
-1.423608825302181202e+01 1.463694822002224338e+00
-1.404107334544617203e+01 1.576286731387011031e+00
-1.384605843787053026e+01 1.688878640771796835e+00
-1.365104353029488848e+01 1.801470550156583528e+00
-1.345602862271924849e+01 1.914062459541369776e+00
-1.482113297574873556e+01 9.007352750782917639e-01
-1.462611806817309557e+01 1.013327184463078456e+00
-1.443110316059745379e+01 1.125919093847864705e+00
-1.423608825302181202e+01 1.238511003232651397e+00
-1.404107334544617025e+01 1.351102912617438090e+00
-1.384605843787052848e+01 1.463694822002224782e+00
-1.365104353029488848e+01 1.576286731387010587e+00
-1.345602862271924849e+01 1.688878640771797279e+00
-1.326101371514360494e+01 1.801470550156583528e+00
-1.306599880756796495e+01 1.914062459541370220e+00
-1.501614788332437733e+01 5.629595469239330185e-01
-1.482113297574873556e+01 6.755514563087197111e-01
-1.462611806817309557e+01 7.881433656935055154e-01
-1.443110316059745379e+01 9.007352750782922080e-01
-1.423608825302181202e+01 1.013327184463078456e+00
-1.404107334544617203e+01 1.125919093847865149e+00
-1.384605843787052848e+01 1.238511003232651841e+00
-1.365104353029488848e+01 1.351102912617438534e+00
-1.345602862271924849e+01 1.463694822002224338e+00
-1.326101371514360672e+01 1.576286731387011031e+00
-1.306599880756796495e+01 1.688878640771797279e+00
-1.287098389999232495e+01 1.801470550156583972e+00
-1.267596899241668140e+01 1.914062459541370664e+00
-1.501614788332437733e+01 3.377757281543605217e-01
-1.482113297574873556e+01 4.503676375391467701e-01
-1.462611806817309379e+01 5.629595469239334626e-01
-1.443110316059745379e+01 6.755514563087192670e-01
-1.423608825302181202e+01 7.881433656935059595e-01
-1.404107334544617203e+01 9.007352750782922080e-01
-1.384605843787052848e+01 1.013327184463078900e+00
-1.365104353029488848e+01 1.125919093847865593e+00
-1.345602862271924671e+01 1.238511003232652286e+00
-1.326101371514360494e+01 1.351102912617438090e+00
-1.306599880756796495e+01 1.463694822002224782e+00
-1.287098389999232317e+01 1.576286731387011031e+00
-1.267596899241668140e+01 1.688878640771797723e+00
-1.248095408484104141e+01 1.801470550156584416e+00
-1.501614788332437733e+01 1.125919093847862484e-01
-1.482113297574873556e+01 2.251838187695733851e-01
-1.462611806817309557e+01 3.377757281543596335e-01
-1.443110316059745202e+01 4.503676375391463260e-01
-1.423608825302181202e+01 5.629595469239321304e-01
-1.404107334544617203e+01 6.755514563087188229e-01
-1.384605843787053026e+01 7.881433656935050713e-01
-1.365104353029488848e+01 9.007352750782917639e-01
-1.345602862271924671e+01 1.013327184463078456e+00
-1.326101371514360494e+01 1.125919093847865149e+00
-1.306599880756796495e+01 1.238511003232650953e+00
-1.287098389999232495e+01 1.351102912617437646e+00
-1.267596899241668140e+01 1.463694822002223894e+00
-1.248095408484104141e+01 1.576286731387010587e+00
-1.228593917726539964e+01 1.688878640771797279e+00
-1.501614788332437733e+01 -1.125919093847862484e-01
-1.482113297574873556e+01 0.000000000000000000e+00
-1.462611806817309557e+01 1.125919093847871366e-01
-1.443110316059745202e+01 2.251838187695733851e-01
-1.423608825302181202e+01 3.377757281543600776e-01
-1.404107334544617203e+01 4.503676375391458819e-01
-1.384605843787052848e+01 5.629595469239325745e-01
-1.365104353029488848e+01 6.755514563087188229e-01
-1.345602862271924671e+01 7.881433656935055154e-01
-1.326101371514360494e+01 9.007352750782922080e-01
-1.306599880756796495e+01 1.013327184463078900e+00
-1.287098389999232317e+01 1.125919093847864705e+00
-1.267596899241668140e+01 1.238511003232651397e+00
-1.248095408484104141e+01 1.351102912617437646e+00
-1.228593917726539964e+01 1.463694822002224338e+00
-1.209092426968975786e+01 1.576286731387011031e+00
-1.501614788332437733e+01 -3.377757281543605217e-01
-1.482113297574873556e+01 -2.251838187695733851e-01
-1.462611806817309557e+01 -1.125919093847871366e-01
-1.443110316059745379e+01 0.000000000000000000e+00
-1.423608825302181202e+01 1.125919093847862484e-01
-1.404107334544617025e+01 2.251838187695729410e-01
-1.384605843787053026e+01 3.377757281543587453e-01
-1.365104353029488848e+01 4.503676375391454378e-01
-1.345602862271924849e+01 5.629595469239316863e-01
-1.326101371514360494e+01 6.755514563087183788e-01
-1.306599880756796495e+01 7.881433656935050713e-01
-1.287098389999232317e+01 9.007352750782917639e-01
-1.267596899241668140e+01 1.013327184463077568e+00
-1.248095408484104141e+01 1.125919093847864261e+00
-1.228593917726539964e+01 1.238511003232650509e+00
-1.209092426968975786e+01 1.351102912617437202e+00
-1.189590936211411787e+01 1.463694822002223894e+00
-1.501614788332437733e+01 -5.629595469239330185e-01
-1.482113297574873556e+01 -4.503676375391467701e-01
-1.462611806817309557e+01 -3.377757281543596335e-01
-1.443110316059745202e+01 -2.251838187695733851e-01
-1.423608825302181202e+01 -1.125919093847862484e-01
-1.404107334544617025e+01 0.000000000000000000e+00
-1.384605843787052848e+01 1.125919093847866925e-01
-1.365104353029488848e+01 2.251838187695724969e-01
-1.345602862271924671e+01 3.377757281543591894e-01
-1.326101371514360494e+01 4.503676375391454378e-01
-1.306599880756796495e+01 5.629595469239321304e-01
-1.287098389999232140e+01 6.755514563087188229e-01
-1.267596899241668140e+01 7.881433656935055154e-01
-1.248095408484104141e+01 9.007352750782913198e-01
-1.228593917726539964e+01 1.013327184463078012e+00
-1.209092426968975786e+01 1.125919093847864261e+00
-1.189590936211411787e+01 1.238511003232650953e+00
-1.170089445453847432e+01 1.351102912617437646e+00
-1.482113297574873556e+01 -6.755514563087197111e-01
-1.462611806817309379e+01 -5.629595469239334626e-01
-1.443110316059745202e+01 -4.503676375391463260e-01
-1.423608825302181202e+01 -3.377757281543600776e-01
-1.404107334544617025e+01 -2.251838187695729410e-01
-1.384605843787052848e+01 -1.125919093847866925e-01
-1.365104353029488671e+01 0.000000000000000000e+00
-1.345602862271924671e+01 1.125919093847858043e-01
-1.326101371514360494e+01 2.251838187695724969e-01
-1.306599880756796495e+01 3.377757281543587453e-01
-1.287098389999232140e+01 4.503676375391454378e-01
-1.267596899241668140e+01 5.629595469239321304e-01
-1.248095408484103963e+01 6.755514563087188229e-01
-1.228593917726539786e+01 7.881433656935046272e-01
-1.209092426968975786e+01 9.007352750782913198e-01
-1.189590936211411609e+01 1.013327184463077568e+00
-1.170089445453847432e+01 1.125919093847864261e+00
-1.482113297574873556e+01 -9.007352750782917639e-01
-1.462611806817309557e+01 -7.881433656935055154e-01
-1.443110316059745379e+01 -6.755514563087192670e-01
-1.423608825302181202e+01 -5.629595469239321304e-01
-1.404107334544617203e+01 -4.503676375391458819e-01
-1.384605843787053026e+01 -3.377757281543587453e-01
-1.365104353029488848e+01 -2.251838187695724969e-01
-1.345602862271924671e+01 -1.125919093847858043e-01
-1.326101371514360672e+01 0.000000000000000000e+00
-1.306599880756796495e+01 1.125919093847866925e-01
-1.287098389999232495e+01 2.251838187695729410e-01
-1.267596899241668140e+01 3.377757281543596335e-01
-1.248095408484104141e+01 4.503676375391463260e-01
-1.228593917726539964e+01 5.629595469239330185e-01
-1.209092426968975786e+01 6.755514563087188229e-01
-1.189590936211411787e+01 7.881433656935055154e-01
-1.170089445453847610e+01 9.007352750782917639e-01
-1.150587954696283433e+01 1.013327184463078456e+00
-1.462611806817309557e+01 -1.013327184463078456e+00
-1.443110316059745379e+01 -9.007352750782922080e-01
-1.423608825302181202e+01 -7.881433656935059595e-01
-1.404107334544617203e+01 -6.755514563087188229e-01
-1.384605843787052848e+01 -5.629595469239325745e-01
-1.365104353029488848e+01 -4.503676375391454378e-01
-1.345602862271924671e+01 -3.377757281543591894e-01
-1.326101371514360494e+01 -2.251838187695724969e-01
-1.306599880756796495e+01 -1.125919093847866925e-01
-1.287098389999232317e+01 0.000000000000000000e+00
-1.267596899241668140e+01 1.125919093847862484e-01
-1.248095408484104141e+01 2.251838187695729410e-01
-1.228593917726539786e+01 3.377757281543596335e-01
-1.209092426968975786e+01 4.503676375391463260e-01
-1.189590936211411787e+01 5.629595469239321304e-01
-1.170089445453847610e+01 6.755514563087188229e-01
-1.150587954696283433e+01 7.881433656935050713e-01
-1.462611806817309557e+01 -1.238511003232650953e+00
-1.443110316059745379e+01 -1.125919093847864705e+00
-1.423608825302181202e+01 -1.013327184463078456e+00
-1.404107334544617203e+01 -9.007352750782922080e-01
-1.384605843787053026e+01 -7.881433656935050713e-01
-1.365104353029488848e+01 -6.755514563087188229e-01
-1.345602862271924849e+01 -5.629595469239316863e-01
-1.326101371514360494e+01 -4.503676375391454378e-01
-1.306599880756796495e+01 -3.377757281543587453e-01
-1.287098389999232495e+01 -2.251838187695729410e-01
-1.267596899241668140e+01 -1.125919093847862484e-01
-1.248095408484104141e+01 0.000000000000000000e+00
-1.228593917726539964e+01 1.125919093847866925e-01
-1.209092426968975786e+01 2.251838187695733851e-01
-1.189590936211411787e+01 3.377757281543600776e-01
-1.170089445453847610e+01 4.503676375391458819e-01
-1.150587954696283433e+01 5.629595469239325745e-01
-1.131086463938719433e+01 6.755514563087188229e-01
-1.443110316059745379e+01 -1.351102912617437646e+00
-1.423608825302181202e+01 -1.238511003232651397e+00
-1.404107334544617203e+01 -1.125919093847865149e+00
-1.384605843787052848e+01 -1.013327184463078900e+00
-1.365104353029488848e+01 -9.007352750782917639e-01
-1.345602862271924671e+01 -7.881433656935055154e-01
-1.326101371514360494e+01 -6.755514563087183788e-01
-1.306599880756796495e+01 -5.629595469239321304e-01
-1.287098389999232140e+01 -4.503676375391454378e-01
-1.267596899241668140e+01 -3.377757281543596335e-01
-1.248095408484104141e+01 -2.251838187695729410e-01
-1.228593917726539964e+01 -1.125919093847866925e-01
-1.209092426968975786e+01 0.000000000000000000e+00
-1.189590936211411609e+01 1.125919093847866925e-01
-1.170089445453847432e+01 2.251838187695733851e-01
-1.150587954696283433e+01 3.377757281543591894e-01
-1.131086463938719433e+01 4.503676375391458819e-01
-1.423608825302181202e+01 -1.463694822002224338e+00
-1.404107334544617025e+01 -1.351102912617438090e+00
-1.384605843787052848e+01 -1.238511003232651841e+00
-1.365104353029488848e+01 -1.125919093847865593e+00
-1.345602862271924671e+01 -1.013327184463078456e+00
-1.326101371514360494e+01 -9.007352750782922080e-01
-1.306599880756796495e+01 -7.881433656935050713e-01
-1.287098389999232140e+01 -6.755514563087188229e-01
-1.267596899241668140e+01 -5.629595469239321304e-01
-1.248095408484104141e+01 -4.503676375391463260e-01
-1.228593917726539786e+01 -3.377757281543596335e-01
-1.209092426968975786e+01 -2.251838187695733851e-01
-1.189590936211411609e+01 -1.125919093847866925e-01
-1.170089445453847432e+01 0.000000000000000000e+00
-1.150587954696283433e+01 1.125919093847866925e-01
-1.131086463938719255e+01 2.251838187695724969e-01
-1.404107334544617203e+01 -1.576286731387011031e+00
-1.384605843787052848e+01 -1.463694822002224782e+00
-1.365104353029488848e+01 -1.351102912617438534e+00
-1.345602862271924671e+01 -1.238511003232652286e+00
-1.326101371514360494e+01 -1.125919093847865149e+00
-1.306599880756796495e+01 -1.013327184463078900e+00
-1.287098389999232317e+01 -9.007352750782917639e-01
-1.267596899241668140e+01 -7.881433656935055154e-01
-1.248095408484103963e+01 -6.755514563087188229e-01
-1.228593917726539964e+01 -5.629595469239330185e-01
-1.209092426968975786e+01 -4.503676375391463260e-01
-1.189590936211411787e+01 -3.377757281543600776e-01
-1.170089445453847432e+01 -2.251838187695733851e-01
-1.150587954696283433e+01 -1.125919093847866925e-01
-1.131086463938719255e+01 0.000000000000000000e+00
-1.384605843787053026e+01 -1.688878640771796835e+00
-1.365104353029488848e+01 -1.576286731387010587e+00
-1.345602862271924849e+01 -1.463694822002224338e+00
-1.326101371514360494e+01 -1.351102912617438090e+00
-1.306599880756796495e+01 -1.238511003232650953e+00
-1.287098389999232317e+01 -1.125919093847864705e+00
-1.267596899241668140e+01 -1.013327184463077568e+00
-1.248095408484104141e+01 -9.007352750782913198e-01
-1.228593917726539786e+01 -7.881433656935046272e-01
-1.209092426968975786e+01 -6.755514563087188229e-01
-1.189590936211411787e+01 -5.629595469239321304e-01
-1.170089445453847610e+01 -4.503676375391458819e-01
-1.150587954696283433e+01 -3.377757281543591894e-01
-1.131086463938719255e+01 -2.251838187695724969e-01
-1.365104353029488848e+01 -1.801470550156583528e+00
-1.345602862271924849e+01 -1.688878640771797279e+00
-1.326101371514360672e+01 -1.576286731387011031e+00
-1.306599880756796495e+01 -1.463694822002224782e+00
-1.287098389999232495e+01 -1.351102912617437646e+00
-1.267596899241668140e+01 -1.238511003232651397e+00
-1.248095408484104141e+01 -1.125919093847864261e+00
-1.228593917726539964e+01 -1.013327184463078012e+00
-1.209092426968975786e+01 -9.007352750782913198e-01
-1.189590936211411787e+01 -7.881433656935055154e-01
-1.170089445453847610e+01 -6.755514563087188229e-01
-1.150587954696283433e+01 -5.629595469239325745e-01
-1.131086463938719433e+01 -4.503676375391458819e-01
-1.345602862271924849e+01 -1.914062459541369776e+00
-1.326101371514360494e+01 -1.801470550156583528e+00
-1.306599880756796495e+01 -1.688878640771797279e+00
-1.287098389999232317e+01 -1.576286731387011031e+00
-1.267596899241668140e+01 -1.463694822002223894e+00
-1.248095408484104141e+01 -1.351102912617437646e+00
-1.228593917726539964e+01 -1.238511003232650509e+00
-1.209092426968975786e+01 -1.125919093847864261e+00
-1.189590936211411609e+01 -1.013327184463077568e+00
-1.170089445453847610e+01 -9.007352750782917639e-01
-1.150587954696283433e+01 -7.881433656935050713e-01
-1.131086463938719433e+01 -6.755514563087188229e-01
-1.306599880756796495e+01 -1.914062459541370220e+00
-1.287098389999232495e+01 -1.801470550156583972e+00
-1.267596899241668140e+01 -1.688878640771797723e+00
-1.248095408484104141e+01 -1.576286731387010587e+00
-1.228593917726539964e+01 -1.463694822002224338e+00
-1.209092426968975786e+01 -1.351102912617437202e+00
-1.189590936211411787e+01 -1.238511003232650953e+00
-1.170089445453847432e+01 -1.125919093847864261e+00
-1.150587954696283433e+01 -1.013327184463078456e+00
-1.267596899241668140e+01 -1.914062459541370664e+00
-1.248095408484104141e+01 -1.801470550156584416e+00
